fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2023-2024,April,31,UTTAR PRADESH,3167,AMROHA,325524,88.1855869306103,14,28,0,1091,97,14921,325524,80154,44763,85,62,0,287.06525,22498,25294,117585,163377,0,141129,221428,16012,287.06525,92640,17,13.06,39.36,99.68,NA
2023-2024,April,31,UTTAR PRADESH,3175,BALRAMPUR,514808,95.0731230478159,17,35,0,1055,131,25143,514808,137201,42352,7998,3355,11.27402,500.7180633,30146,32221,141304,168235,0,169660,257246,26198,489.4440433,221597,40,26.92,5.38,100.72,NA
2023-2024,April,31,UTTAR PRADESH,3179,MAHOBA,187514,103.13024094201,22,19,0,701,20,15157,187514,28629,32332,144,121,0,193.38364,8157,10776,60132,108533,0,77302,140671,15858,193.38364,80037,61,23.54,11.45,100.39,NA
2023-2024,July,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,408237,188.518514956237,27,32,238.621881663,553,8,7961,405483,119025,15077,583,118,12.46193,1015.494341663,14905,16572,44272,50744,50,75138,110232,8514,764.41053,158146,19,33.11,49.11,106.04,NA
2023-2024,July,31,UTTAR PRADESH,3122,ETAH,1521299,210.667070630768,32,107,1447.490934617,1113,3,21309,1521051,286235,25673,393,45,81.56741,4733.411929117,46352,51387,99216,123660,82,131621,191908,22422,3204.3535845,533914,36,36.24,26.97,100.8,NA
2023-2024,July,31,UTTAR PRADESH,3124,BUDAUN,1350315,205.138956547642,27,190,722.979996345,2224,31,36841,1349501,280446,41468,1230,180,102.03776,3593.370026345,49907,54930,163048,196046,13,210745,269312,39065,2768.35227,410229,48,41.89,8.26,100.11,NA
2023-2024,July,31,UTTAR PRADESH,3126,PILIBHIT,1690419,213.897799452126,26,367,1999.879371657,2961,3,29752,1690170,249733,48351,4184,611,92.31072,5707.426528657,64549,76943,171501,255913,43,211570,320328,32713,3615.236437,670252,53,18.37,21.71,100.22,NA
2023-2024,July,31,UTTAR PRADESH,3128,KHERI,3682731,205.939757147617,31,422,2997.293868505,10295,3,53654,3682731,1218389,184025,51974,8787,189.83926,10771.340406305,115238,138869,340946,477748,508,448322,641911,63949,7584.2072778,1079283,55,31.04,19.81,100.17,NA
2023-2024,July,31,UTTAR PRADESH,3130,HARDOI,3818735,205.708036273113,33,219,2845.667585878,6424,5,59845,3818586,1276824,120958,4749,458,245.42707,10946.232929878,113813,124022,283472,341381,70,386278,540508,66269,7855.138274,1045732,46,23.99,22.83,103.99,NA
2023-2024,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,666491,214.858400644968,27,160,353.525702415,1039,1,18035,666700,248297,42996,7349,1128,65.30485,1851.291509515,24184,27788,73023,101116,24,105804,146683,19074,1432.4609571,209923,41,34.75,22.89,102.57,NA
2023-2024,July,31,UTTAR PRADESH,3141,HAMIRPUR,2174947,197.480163233776,39,117,1227.576925002,1713,0,23067,2174795,410814,48995,303,59,72.66902,5595.034661002,54417,75565,128358,208183,860,158951,271861,24780,4294.788716,945860,57,44.36,18.98,100.32,NA
2023-2024,July,31,UTTAR PRADESH,3148,BARABANKI,4030678,215.859869392367,37,254,2446.241575844,6004,2,42388,4030622,1675225,151062,479,60,192.8202,11339.557160744,106406,124692,251351,338459,712,348168,476469,48392,8700.4953849,1452987,43,21.85,33.19,99.96,NA
2023-2024,July,31,UTTAR PRADESH,3149,AYODHYA,1890269,210.725444429455,30,83,4542.26409810201,2840,2,28927,1890255,682458,93153,2692,360,123.63534,8649.14768770201,61481,67821,176520,242312,126,225319,307688,31767,3983.2482496,919182,38,29.71,27.68,100.12,NA
2023-2024,July,31,UTTAR PRADESH,3155,DEORIA,2293350,211.041529539209,35,102,1174.907348244,4930,62,28234,2293037,523016,44131,76621,6304,168.06229,6182.229995944,64413,68199,155533,177312,334,200226,238973,33164,4839.2603577,947608,28,43.21,29.73,99.85,NA
2023-2024,July,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,2309,67.5452576873105,12,0,0,0,79,260,2309,867,344,32,15,0,1.55962,187,196,884,983,0,11311,18368,260,1.55962,513,11,64.65,15.47,130.02,NA
2023-2024,July,31,UTTAR PRADESH,3165,BAGHPAT,19212,179.85066625026,15,4,0.823520358,2,63,2139,19212,5514,2246,7,13,1.5545,36.930930358,1226,1391,5571,7174,1,16512,26724,2141,34.55291,6368,9,33.24,9.97,111.72,NA
2023-2024,July,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1111510,217.163368750619,35,32,929.206223501001,955,13,22800,1111510,373371,43324,3032,354,87.2427,3430.241483501,31558,36946,81065,109161,36,102713,170312,23755,2413.79256,671209,67,19.43,28.03,100.32,NA
2023-2024,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4101814,211.749415532723,37,126,5429.68019003,3897,16,50495,4100144,1379726,83995,3627,215,141.29673,14253.00787603,109246,119872,201560,240945,481,233114,284072,54392,8682.030956,2274361,57,29.63,38.93,99.78,NA
2023-2024,July,31,UTTAR PRADESH,3176,SHRAVASTI,1745622,214.373899389444,42,124,1286.836689661,1670,0,17033,1745622,458482,38061,15553,1203,44.26707,5073.261709661,40846,48875,92586,129779,477,113550,170589,18703,3742.15795,734014,47,45.04,22.94,100.39,NA
2023-2024,July,31,UTTAR PRADESH,3177,CHITRAKOOT,1289416,199.135992263164,34,59,1624.595269599,2000,7,24088,1289416,481662,75996,229,30,106.97238,4299.258995599,37107,49258,109235,176993,334,130779,262739,26088,2567.691346,605518,73,36.5,6.6,100.01,NA
2023-2024,Aug,31,UTTAR PRADESH,3110,MORADABAD,1928150,222.988424358522,31,153,1362.713985666,2498,3,17634,1893908,377086,38660,1326,132,31.54551,5617.455103666,59748,69657,133030,178967,159,174423,257797,20132,4223.195608,538352,28,57.53,15.18,101.49,NA
2023-2024,Aug,31,UTTAR PRADESH,3116,GHAZIABAD,1,358.216494845361,12,0,0,0,143,30,97,3,17,0,0,0,0.34747,8,8,40,52,0,14794,24177,30,0.34747,0,26,100,0,100,NA
2023-2024,Aug,31,UTTAR PRADESH,3126,PILIBHIT,1920377,225.005477774745,28,388,2568.454263089,3347,2,29957,1920068,283582,48366,4646,611,92.31072,6981.023160089,68483,82126,171573,255993,75,211720,312438,33304,4320.258177,767177,54,19.24,20.98,100.23,NA
2023-2024,Aug,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2064442,217.82146580341,29,361,2037.479471646,2425,1,47953,2064431,577773,85503,914,96,197.91891,6732.172246346,70963,85402,205622,279417,74,274992,375695,50378,4496.7738647,639360,58,19.52,20.67,101.33,NA
2023-2024,Aug,31,UTTAR PRADESH,3129,SITAPUR,6218965,226.481527673594,37,770,7743.08706313199,12670,4,78373,6218979,2107834,247404,4610,382,277.01922,22104.944928032,165051,205448,417610,600972,1290,556169,793830,91043,14084.8386449,2169715,61,27.89,24.45,102.92,NA
2023-2024,Aug,31,UTTAR PRADESH,3150,SULTANPUR,4537653,214.143354060702,43,231,5636.233685048,4180,5,52713,4537479,1091559,74605,9134,446,192.32458,15545.267985448,103853,112069,219759,257476,988,272490,321829,56893,9716.7097204,2382544,63,24.7,21.21,103.15,NA
2023-2024,Aug,31,UTTAR PRADESH,3152,MAHARAJGANJ,4271527,226.325606629099,32,399,8537.530284486,8473,0,45889,4271531,972049,90364,23241,2105,154.63949,18359.738222586,131786,157112,277266,399341,941,343049,499030,54362,9667.5684481,2095501,48,30.86,28.94,100.05,NA
2023-2024,Aug,31,UTTAR PRADESH,3153,BASTI,8159416,223.051461389704,43,234,11979.440779868,8784,19,45340,8159391,2148450,108714,406,12,212.47246,30391.554105868,187446,213261,318979,399976,1600,382754,510950,54124,18199.640866,4169426,36,39.82,35.17,101.09,NA
2023-2024,Aug,31,UTTAR PRADESH,3154,GORAKHPUR,4281338,225.735744538372,41,137,4856.923997675,4788,9,39152,4281324,1463933,100654,6440,366,210.07874,14731.481345175,102950,112226,236331,289107,855,320161,384567,43940,9664.4786075,2018580,41,27.79,42.55,99.89,NA
2023-2024,Aug,31,UTTAR PRADESH,3158,JAUNPUR,7064032,215.244422021997,39,267,6250.106872255,7491,14,76516,7061376,2452456,140118,506,5,250.93822,21700.263050255,178544,185867,341365,372309,1032,434490,478857,84007,15199.217958,3706161,56,30.8,30.52,100.51,NA
2023-2024,Aug,31,UTTAR PRADESH,3159,BALLIA,3208219,224.6734123989,39,104,3007.177101507,12619,10,39689,3205736,581632,57390,109058,9496,174.05401,10383.667575207,81820,90432,194747,242150,296,267810,339080,52308,7202.4364637,1702841,56,30.75,25.74,100.03,NA
2023-2024,Aug,31,UTTAR PRADESH,3162,MIRZAPUR,2591297,213.557731806308,35,135,3017.078243395,6595,1,32809,2591269,987323,129188,26925,3231,127.33676,8678.270304795,73830,94429,201986,300906,411,259620,394604,39404,5533.8553014,1307684,56,37.56,14.35,99.98,NA
2023-2024,Aug,31,UTTAR PRADESH,3165,BAGHPAT,24675,198.130658561297,18,4,0.823520358,3,24,2149,24675,6786,2250,7,13,1.5545,51.266760358,1345,1525,5593,7196,2,16537,23411,2152,48.88874,7971,10,74.55,4.23,110.93,NA
2023-2024,Aug,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4463577,222.380376603575,39,130,7056.710879085,4855,14,51251,4461827,1493465,84018,3856,215,141.29673,17120.235295085,112619,123806,201607,241000,653,233195,276653,56106,9922.227686,2486388,58,28.97,33.81,100.03,NA
2023-2024,Aug,31,UTTAR PRADESH,3176,SHRAVASTI,1892264,229.896755949487,45,129,1537.837204086,2066,0,16847,1892264,495788,38133,15890,1203,44.26707,5932.357824086,41732,50001,92976,130190,642,114024,165883,18913,4350.25355,797898,47,45.91,20.32,100.4,NA
2023-2024,Aug,31,UTTAR PRADESH,3180,KASHGANJ,1587392,217.00143275889,31,320,2312.907473032,1343,1,11621,1587392,348528,30380,1574,94,68.9466,5826.517456532,50598,58463,96001,132497,136,109856,153435,12964,3444.6633835,422901,24,45.49,13.86,100.55,NA
2023-2024,Aug,31,UTTAR PRADESH,3182,HAPUR,171631,218.059667471172,33,9,0,184,3,1687,171534,86054,5037,10,7,0,374.04647,5059,5471,10362,11398,45,15663,21310,1871,374.04647,71701,12,37.66,13.49,100.51,NA
2023-2024,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1300450,217.883031000685,28,182,2052.422604724,2958,10,20263,1333906,348626,41203,382,41,95.4159,5054.193328224,47513,53860,107069,135507,187,135314,211335,23221,2906.3548235,373123,22,53.87,9.56,101.98,NA
2023-2024,Oct,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,705135,213.670509199265,36,43,456.70699203,951,5,8315,698371,196336,15178,1035,118,12.46193,1961.38179383,19004,21206,44729,51320,270,75777,95360,9266,1492.2128718,264753,19,35.5,45.89,105.04,NA
2023-2024,Oct,31,UTTAR PRADESH,3117,BULANDSHAHR,556785,219.839526330665,29,48,804.5416977,1416,7,10907,555493,89066,11317,170,60,9.62408,2035.3589577,18660,19801,51580,57849,294,72785,82126,12323,1221.19318,187446,23,46.24,30.26,101.46,NA
2023-2024,Oct,31,UTTAR PRADESH,3119,MATHURA,2134642,221.486710639036,38,83,2367.645354978,2218,20,15451,2133840,584844,43612,3487,299,50.60362,7144.421001278,54913,68453,105668,143075,572,130319,183272,17669,4726.1720263,846198,11,50.74,22.6,99.89,NA
2023-2024,Oct,31,UTTAR PRADESH,3120,AGRA,4008730,221.025636715869,46,258,2520.496901171,3888,0,22487,3997356,1128142,56910,16932,848,113.31568,11468.994131971,85264,108531,134436,186373,4179,167957,232055,26375,8835.1815508,1579518,43,51.73,20.31,100.48,NA
2023-2024,Oct,31,UTTAR PRADESH,3125,BAREILLY,2822497,219.116455323488,30,1061,1549.519952325,8170,2,34733,2822266,584282,68145,1933,166,107.67066,7841.239831325,92618,112753,215538,301003,773,259538,357831,42903,6184.049219,682422,46,40.52,16.21,101.55,NA
2023-2024,Oct,31,UTTAR PRADESH,3128,KHERI,5649253,214.698740484804,39,779,5104.843038325,21023,2,50881,5649253,1858173,184374,84604,8812,189.83926,17423.557336125,143968,175347,342395,479508,3357,450267,618998,71904,12128.8750378,1609221,58,31.6,15.52,100.13,NA
2023-2024,Oct,31,UTTAR PRADESH,3132,LUCKNOW,993221,223.542557698639,34,132,1419.535196482,2411,5,15058,993221,597761,72881,2874,323,88.24356,3728.050383482,28715,33949,80053,113068,532,126939,198311,17469,2220.271627,347007,37,31.96,16.66,101.33,NA
2023-2024,Oct,31,UTTAR PRADESH,3134,FARRUKHABAD,1838930,216.733357514154,42,79,2146.6966277,3685,8,21549,1838923,391619,24810,0,1,82.07897,6214.3351577,43768,47240,87170,99401,1005,107915,122788,25234,3985.55956,533459,45,33.71,29.83,100.32,NA
2023-2024,Oct,31,UTTAR PRADESH,3136,KANPUR DEHAT,1642373,222.889608412087,35,210,1372.348451083,6350,2,23304,1641828,653798,58898,1424,145,63.94561,5095.758061083,45899,53962,107081,141550,614,143406,189004,29654,3659.464,536453,52,38.92,15.85,100.69,NA
2023-2024,Oct,31,UTTAR PRADESH,3145,PRAYAGRAJ,5298513,221.178459810852,43,342,5158.5958752,18958,3,62890,5294999,2024978,198192,2626,190,223.26975,17093.2628604,121332,149668,299250,420938,2855,407222,570588,81848,11711.3972352,2730798,65,21,23.22,101.73,NA
2023-2024,Oct,31,UTTAR PRADESH,3147,GONDA,3494089,222.198400562789,41,176,2655.403921519,7838,15,41260,3494029,852594,63505,2788,223,106.5954,10525.675874719,83926,90637,207712,238777,1304,300003,361388,49098,7763.6765532,1708342,53,27.44,26.87,100.66,NA
2023-2024,Oct,31,UTTAR PRADESH,3150,SULTANPUR,5530348,219.416192549916,48,310,6192.141821206,10527,5,48990,5530649,1321517,74879,11020,451,192.32458,18519.605860306,114671,124010,221573,259415,2821,275148,321955,59517,12135.1394591,2901875,63,23.31,17.45,103.19,NA
2023-2024,Oct,31,UTTAR PRADESH,3153,BASTI,9036994,226.766966971154,46,245,12347.979722213,12902,15,43811,9036828,2370822,108835,418,12,212.47246,33052.992948213,195013,222622,319533,400581,3277,383576,498210,56713,20492.540766,4627836,36,38.96,30.92,101.28,NA
2023-2024,Oct,31,UTTAR PRADESH,3154,GORAKHPUR,4933562,222.209820687416,45,155,5216.30455577,6803,6,38294,4933173,1670247,100729,6967,366,210.07874,16388.37817327,109411,119601,236640,289430,3460,320532,383557,45097,10961.9948775,2337770,42,26.22,36.3,100.14,NA
2023-2024,Oct,31,UTTAR PRADESH,3159,BALLIA,3764729,224.852055522915,42,125,3229.958189414,15913,8,38154,3761510,676857,57422,128338,9501,174.05401,11861.844753114,88424,97939,195012,242440,772,268244,337128,54067,8457.8325537,1990133,57,28.59,23.23,100.04,NA
2023-2024,Oct,31,UTTAR PRADESH,3162,MIRZAPUR,3272020,220.771016258597,39,316,3319.594680201,10097,1,30881,3271992,1255690,129220,33744,3237,127.33676,10670.541430501,82959,107148,202066,301003,1262,259795,387786,40978,7223.6099903,1650179,57,38.8,14.43,100.27,NA
2023-2024,Sep,31,UTTAR PRADESH,3111,RAMPUR,2313885,219.892007748527,37,184,4714.97318065101,3602,5,19700,2313472,472744,37714,824,63,77.63135,9879.74456015101,62516,70175,124504,152107,573,153724,192413,23302,5087.1400295,541077,28,28.51,26.62,104.27,NA
2023-2024,Sep,31,UTTAR PRADESH,3115,MEERUT,530084,192.141473675273,38,24,472.85302641,677,8,7134,530015,233445,14474,3137,159,3.08557,1494.31722811,13912,15288,28049,33034,50,44634,61013,7811,1018.3786317,205284,21,62.51,7.63,100.91,NA
2023-2024,Sep,31,UTTAR PRADESH,3118,ALIGARH,2210720,218.491290279094,30,170,2850.359954896,3227,1,24271,2210545,539263,45015,2667,245,68.51896,7748.727207596,71416,79589,146852,177432,552,181900,225183,27498,4829.8482927,602423,24,44.24,30.34,99.92,NA
2023-2024,Sep,31,UTTAR PRADESH,3120,AGRA,3664505,221.589337764079,44,228,2520.496901171,2491,1,23376,3653260,1036322,56857,15854,848,113.31568,10729.047221971,82551,104893,134281,186185,2826,167569,233402,25867,8095.2346408,1443644,42,51.87,20.43,100.51,NA
2023-2024,Sep,31,UTTAR PRADESH,3134,FARRUKHABAD,1598483,212.839079927656,38,73,2146.6966277,2217,8,22698,1598483,342884,24793,0,1,82.07897,5630.9721077,41513,44612,87092,99305,572,107818,123831,24915,3402.19651,444873,45,34.51,29.56,100.25,NA
2023-2024,Sep,31,UTTAR PRADESH,3135,ETAWAH,1521061,218.603603969719,35,107,1484.539280138,2815,0,16885,1520712,524242,46009,1798,150,62.35439,4871.224908138,43085,48133,101969,124275,662,124140,160958,19700,3324.331238,426231,35,27.64,27.36,100.56,NA
2023-2024,Sep,31,UTTAR PRADESH,3136,KANPUR DEHAT,1449504,216.156498377191,33,198,1372.348451083,6105,2,23222,1449031,581336,58840,1193,145,63.94561,4568.468731083,43599,51093,106907,141342,323,143166,190785,29327,3132.17467,467133,52,39.1,16.41,100.56,NA
2023-2024,Sep,31,UTTAR PRADESH,3144,PRATAPGARH,4715921,212.138785244706,44,177,3366.971316471,13797,29,56213,4715921,1716309,110232,12534,568,191.15401,13562.422848971,105054,110310,239090,271530,2022,314760,367783,70010,10004.2975225,2530073,58,32.04,16.93,103.25,NA
2023-2024,Sep,31,UTTAR PRADESH,3153,BASTI,8686554,223.00173702041,45,241,12347.979722213,10864,17,44285,8686484,2280976,108750,406,12,212.47246,31931.462388213,192423,219388,319133,400158,2351,382985,506687,55149,19371.010206,4444630,36,39.35,32.96,101.29,NA
2023-2024,Sep,31,UTTAR PRADESH,3155,DEORIA,2678334,224.924838421033,38,124,2738.38179944,7065,60,26627,2677700,611045,44199,88796,6327,168.06229,8929.25648784,69248,73496,155877,177684,1170,200817,232191,33692,6022.8123984,1108844,28,41.8,27.1,99.88,NA
2023-2024,Sep,31,UTTAR PRADESH,3159,BALLIA,3496991,224.631247993461,40,113,3229.958189414,14348,8,38418,3494201,633653,57404,118595,9498,174.05401,11253.079513114,85377,94480,194831,242245,480,267991,337608,52766,7849.0673137,1852315,56,30.53,24.66,100.04,NA
2023-2024,Sep,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,5639,146.706153573329,15,1,0,0,34,262,5639,1852,348,104,15,0,8.27276,365,376,897,996,0,11326,17561,262,8.27276,1190,12,92.9,3.11,132.77,NA
2023-2024,Sep,31,UTTAR PRADESH,3169,AURAIYA,1406705,212.41233553125,34,49,1830.990269768,3623,2,15248,1406635,594529,47492,5761,382,77.71864,4896.575165668,40512,45561,86551,108660,209,116608,157568,18871,2987.8662559,384483,37,40.73,7.05,100.68,NA
2023-2024,Sep,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2927846,209.576088814729,37,129,4681.46192617,4663,1,52484,2930595,969843,95127,6456,536,172.37498,10995.66328617,78665,90246,183284,242096,631,234444,309600,57147,6141.82638,1504846,56,35.87,23.81,100.59,NA
2023-2024,Sep,31,UTTAR PRADESH,3179,MAHOBA,1079671,215.461123805307,46,59,2026.75813306,2815,1,14253,1079671,210192,32542,1001,122,56.7089,4409.73830306,23070,32677,60888,109508,998,78197,137717,17068,2326.27127,434749,63,44.34,14.69,100.73,NA
2023-2024,Sep,31,UTTAR PRADESH,3184,SAMBHAL,1493930,212.611065259136,29,199,2254.464284659,3558,9,20059,1537823,400484,41273,496,41,95.4159,5619.462046759,51649,58914,107362,135841,375,135776,184140,23617,3269.5818621,431070,22,52.59,9,102.36,NA
2023-2024,Nov,31,UTTAR PRADESH,3112,SAHARANPUR,1538922,219.887404990478,28,144,1204.643875472,2140,3,21133,1538530,733055,83222,3074,300,79.70388,4667.381447472,53327,63905,111431,160427,679,159763,220817,23273,3383.033692,600676,29,49.68,20.62,100.91,NA
2023-2024,Nov,31,UTTAR PRADESH,3116,GHAZIABAD,1,267.347222222222,14,0,0,2,143,31,216,13,17,0,0,0,0.57747,15,16,40,52,0,14794,22191,33,0.57747,65,33,54.04,0.51,100,NA
2023-2024,Nov,31,UTTAR PRADESH,3118,ALIGARH,2734724,221.112979769575,34,192,2850.359954896,5662,1,22609,2734594,656845,45076,3344,245,93.07244,8989.974672896,78230,87470,147061,177681,1170,182188,223666,28271,6046.542278,740733,25,44.02,30.94,99.9,NA
2023-2024,Nov,31,UTTAR PRADESH,3119,MATHURA,2344678,222.72490905127,41,89,2367.645354978,2415,20,15420,2343848,636279,43618,3765,299,112.7862,7700.764881278,56909,71030,105687,143103,838,130385,181914,17835,5220.3333263,932345,11,49.91,22.2,99.82,NA
2023-2024,Nov,31,UTTAR PRADESH,3120,AGRA,4235855,225.7387602212,48,267,2520.496901171,4769,0,21802,4222963,1193697,56943,17444,848,137.91555,12191.276771971,86866,110685,134569,186545,5067,168131,230558,26571,9532.8643208,1675548,43,51.4,20.4,100.44,NA
2023-2024,Nov,31,UTTAR PRADESH,3122,ETAH,2629754,225.665918309732,46,184,2441.863067177,9200,3,15503,2628269,480260,25863,717,46,171.71102,8544.681461677,56911,63619,100045,124589,2057,132849,168061,24703,5931.1073745,922581,35,33.29,26.23,101.63,NA
2023-2024,Nov,31,UTTAR PRADESH,3123,MAINPURI,3589870,221.358662612745,42,186,1525.396888164,7947,3,21696,3589611,921848,49685,5329,344,151.31954,9622.63133076399,84871,99184,138706,179427,2430,183383,233755,29643,7945.91490259999,1292727,41,44.05,17.96,100,NA
2023-2024,Nov,31,UTTAR PRADESH,3129,SITAPUR,8694209,224.205432022083,44,973,8684.565189534,20109,4,74945,8693919,3012274,248113,6292,390,426.43408,28603.237923134,193770,243807,419584,603319,6701,559160,786136,95054,19492.2386536,2958143,62,26.51,20.52,102.78,NA
2023-2024,Nov,31,UTTAR PRADESH,3146,BAHRAICH,9294124,218.862633839033,52,261,4776.772802763,23110,9,73318,9291684,1801492,85857,58056,2325,594.75547,25707.552603163,176264,205437,300765,374794,10982,375008,465050,96428,20336.0243304,4323538,66,29.57,12.79,100.88,NA
2023-2024,Nov,31,UTTAR PRADESH,3150,SULTANPUR,5986920,220.342033194418,50,362,6192.141821206,12582,5,48055,5986850,1423614,74964,11908,453,218.88023,19602.569065506,119468,129278,222177,260047,4051,275952,321042,60637,13191.5470143,3132720,64,22.87,16.46,103.06,NA
2023-2024,Nov,31,UTTAR PRADESH,3153,BASTI,9532014,222.969357630765,47,257,12347.979722213,16391,15,41303,9531652,2488806,108897,418,12,319.03212,33919.675078213,199136,227511,319755,400815,4057,383915,484295,57694,21252.663236,4882807,36,38.98,29.54,101.2,NA
2023-2024,Nov,31,UTTAR PRADESH,3162,MIRZAPUR,3457432,223.695607613339,40,389,3319.594680201,10630,1,30932,3457248,1324315,129232,35922,3237,226.85914,11280.165740501,84956,109742,202107,301058,1493,259875,382352,41562,7733.7119203,1746450,57,39.15,14.26,100.25,NA
2023-2024,Nov,31,UTTAR PRADESH,3166,HATHRAS,1036855,214.126001333336,33,30,737.258997781,2172,12,10268,1036498,340295,27941,996,63,74.19156,3030.862279081,30935,36599,64572,84577,488,75659,99482,12440,2219.4117213,236541,13,61.84,7.72,100.29,NA
2023-2024,Nov,31,UTTAR PRADESH,3176,SHRAVASTI,2350465,220.389149806528,50,246,1671.778258936,7047,0,12844,2350465,604989,38199,17579,1203,86.66786,6938.615948936,46536,56014,93336,130574,1796,114502,157828,19891,5180.16983,990018,48,45.9,16.51,100.49,NA
